code,report_year,AI_innovation,AI_risk,AI_total,AI_innovation_disclosure,AI_risk_disclosure,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE,turnover
000039,2019,46,0,46,1,0,25.87138524054546,0.680211662568773,0.015167,-0.082166,0.125381,0.951001,3.258096538021482,2.3978952727983707,0.4545454545454545,0,0.581175,0,
000039,2020,47,0,47,1,0,25.708320115772807,0.6316716540874815,0.037772,0.097229,0.1884,1.000103,3.295836866004329,2.302585092994046,0.3,1,0.581998,0,0.1755580833145972
000039,2021,35,0,35,1,0,25.76231041199628,0.6307726376207446,0.055639,0.738504,0.243096,1.013026,3.332204510175204,2.302585092994046,0.3,1,0.593102,0,0.2293471424636957
000039,2022,36,0,36,1,0,25.7061869429206,0.5705544489258183,0.030652,-0.135369,0.252584,0.92777,3.367295829986474,2.4849066497880004,0.4166666666666667,1,0.591719,0,0.1991598839195359
000039,2023,39,0,39,1,0,25.80939957841845,0.6004632894546562,0.012113,-0.096986,0.257654,0.938323,3.4011973816621555,2.1972245773362196,0.3333333333333333,0,0.581379,0,0.1840033355688435
000042,2022,1,0,1,1,0,24.325691149277247,0.7760500241225389,0.000231,-0.183618,0.050241,0.92004,3.367295829986474,2.302585092994046,0.3,1,0.526261,0,0.3833870020480375
000045,2019,1,0,1,1,0,22.234296754307632,0.1493543568958578,-0.004049,0.69621,0.553254,0.942106,3.258096538021482,2.3978952727983707,0.3636363636363636,0,0.4595559999999999,1,
000045,2020,3,0,3,1,0,22.32659463714233,0.2153580967606903,0.009156,-0.022806,0.499483,0.902737,3.295836866004329,2.5649493574615367,0.3076923076923077,0,0.4609729999999999,1,0.5764472130488926
000045,2021,2,0,2,1,0,22.44112532853659,0.2886914321430863,0.01425,0.087618,0.403537,1.099312,3.332204510175204,2.4849066497880004,0.25,0,0.462111,1,0.313033068174288
000045,2022,1,0,1,1,0,22.44908800593917,0.2823671451483429,0.019997,0.237271,1.087309,1.216359,3.367295829986474,2.302585092994046,0.3,0,0.462111,1,0.5695068318688687
000045,2023,3,0,3,1,0,22.454889941511397,0.2722041343161129,0.022568,0.085162,0.521983,1.254574,3.4011973816621555,2.4849066497880004,0.4166666666666667,0,0.462111,1,0.3809947637373462
000048,2019,3,0,3,1,0,22.590750027884127,0.63261181851384,0.198764,0.431134,0.377899,1.977623,3.258096538021482,2.3978952727983707,0.3636363636363636,0,0.416499,0,
